C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_084.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_084.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_084.jpg, 0, 0, 0, 7.819176E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_185.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_185.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_185.jpg, 0, 0, 0, 7.953666E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_287.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_287.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_287.jpg, 0, 0, 0, 7.861463E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_400.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_400.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_400.jpg, 0, 0, 0, 7.891766E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_501.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_501.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_501.jpg, 0, 0, 0, 7.822214E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_602.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_602.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_602.jpg, 0, 0, 0, 7.873798E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_713.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_713.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_713.jpg, 0, 0, 0, 7.781175E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_824.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_824.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_824.jpg, 0, 0, 0, 8.194635E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_10_929.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_10_929.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_10_929.jpg, 0, 0, 0, 8.215032E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_11_035.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_11_035.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_11_035.jpg, 0, 0, 0, 7.833242E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_11_137.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_11_137.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_11_137.jpg, 0, 0, 0, 8.153572E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_11_239.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_11_239.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_11_239.jpg, 0, 0, 0, 7.854035E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_11_347.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_11_347.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_11_347.jpg, 0, 0, 0, 7.873282E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\center_2019_05_26_01_13_11_460.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\left_2019_05_26_01_13_11_460.jpg, C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\behaviouralcloning\trainingdata\IMG\right_2019_05_26_01_13_11_460.jpg, 0, 0, 0, 7.773539E-05
